Year,Team,Safeties,Corners,InsideBackers,Edge,InteriorDLine,WRs,TEs,InteriorOLine,Tackles,QB,RB,Special,Dead,IR,Prac,Susp,Wins,Playoff Wins,SuperBowl Win,Cluster,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,ExpWins,ExpPOWins,Error,POError
2007,cowboys,6.4,4.59,7.88,7.23,1.89,15.0,3.34,5.12,10.46,10.56,2.09,1.7,1.19,0.0,0.14,0.0,13,1,0,13,1.983983307334611,1.9671885222748888,1.98675625461228,1.9782126428000861,1.9925684969939277,2.0660931336469934,2.021376925291735,2.0257164754183123,1.9901701775654397,1.9818657132582171,2.129806908946887,1.9651468492628776,1.9582023804570419,2.1279553229696524,2.042774765742386,2.045351530655763,2.0655126224595626,1.9422798395751122,1.972011492202751,2.0715966836289312,2.0231781597397074,1.9281368517181634,2.072578810572166,2.003874218277219,1.9394193634298829,1.969128741738604,1.9950830749362176,1.9912856804117707,1.9892552806811612,1.9986869947115418,2.071873915838272,2.041871596148006,1.936391108055875,2.0015016558483247,2.073487055736341,1.9941061587934215,2.007901462714159,1.8661287779012035,1.8562863722881855,1.9377578323943836,2.0275824623510568,1.9759289853086826,1.867359072731467,2.0499664948005725,2.008186997816951,2.079689981174114,1.9388916504292575,2.026388917220741,1.95970832285567,2.053793958279424,7.912292124106705,0.4283968667979206,5.087707875893295,0.5716031332020794
2008,cowboys,8.93,5.99,8.81,8.5,2.42,11.1,4.72,6.61,5.93,6.39,3.73,2.14,0.69,7.97,0.16,0.0,9,0,0,27,1.9635351307323694,1.979746583629839,1.9863334019629424,1.977731501852935,2.0188702130470424,2.0404633738763294,2.0151159182317158,2.024256601009619,1.9821314296907433,1.9796113351622875,2.1096790268278323,1.9612425112610146,1.9443402079150036,2.1103365025047416,2.0680696382714436,2.025147337283209,2.04880223916654,1.9492898439942206,1.9631956692158286,2.0224320128753694,2.0407937995267105,1.8894547193122422,2.081929892869305,2.0029113464483954,1.9539091306049663,1.9929809002114187,2.036196907982586,2.013977417426858,1.978227336002982,1.9516423292700067,2.0404764929292964,2.0400955800340554,1.9213554556717276,2.003379600143118,2.100325711734535,1.9574956736649214,2.018759298582555,1.8765751944309648,1.8446112850186591,1.9281977430078299,2.0668097305760256,1.9816179088040893,1.8730762301970947,2.0699549173285785,1.987910636304176,2.0629070893653547,1.958325495957601,2.0634560837395495,2.021085841591894,2.07122977275149,7.913555058082661,0.42890077682257743,1.086444941917339,0.42890077682257743
2009,cowboys,11.53,4.08,6.71,16.32,2.1,17.03,4.63,6.41,8.06,4.77,2.63,2.73,14.08,0.35,0.14,0.0,11,1,0,41,1.9825519468582284,1.9836922187071406,1.980480649330923,1.993843556761163,2.0120359795560465,2.0322213304683006,2.014122255074453,2.0107655534768845,1.9673050452135248,1.9837994563012045,2.10497567312314,1.9649312225939946,1.9371724524934204,2.081941719301431,2.0612786493982633,2.05575124225877,1.988734993752495,1.963081858216336,2.0060627675335403,2.0398768463465253,2.0237823732573474,1.9179976713425706,2.0317766531630483,2.021082543261882,1.9953232580896738,1.9679074137383763,2.0095665599789556,2.011389367364206,1.9732842874862975,1.9690624408333839,2.0652792615691857,2.020738806335288,1.939951036680872,2.002126013871021,2.0774362722761963,1.9538618656797082,2.0105103890288905,1.9056032763657051,1.881996127337828,1.9317108319970029,2.0294571015380267,2.0174646203240862,1.9235637554550722,2.04990909416217,1.973719467704748,2.0328157135065106,1.9859542643227133,2.078666458687552,1.993130320535697,2.0403073373402223,7.910750245668569,0.4287571793799856,3.089249754331431,0.5712428206200144
2010,cowboys,7.91,13.93,7.64,20.9,3.34,25.99,5.52,8.53,15.75,13.0,8.6,2.75,17.43,2.49,0.22,0.0,6,0,0,13,1.9797658525943926,1.989191408602295,2.0002047379867074,1.9953307965731484,1.9951048531304263,2.024140957989377,2.0275106334564525,2.0191971394951747,1.9855933114145308,1.9933946280044461,2.056495692277529,1.973986110523851,1.9531943784105994,2.057178455633074,2.015986917700478,2.0322980712716823,2.0218347437438626,1.9737170444591594,1.9974433562465186,2.0344234557460705,1.996187699391783,1.961687711193289,2.022043052908153,1.9984228789060428,1.9827445987400747,1.9938296482948556,1.992345377432405,1.989828509480492,1.9902242628195863,1.983325761267763,2.0434540605628824,2.030130077421157,1.9650907335181944,2.0098055910109736,2.0406718433550535,1.9961165923443487,2.0139092575560373,1.9255801708174227,1.9124265222548575,1.9678142448920304,2.006566653868471,1.984133796080995,1.945986921043914,2.03278486237548,1.989363370813126,2.0423615323680875,1.9907859739149147,2.0460005509987624,2.0024380050438184,2.017947194065266,7.906464829930796,0.42724358094705,1.9064648299307958,0.42724358094705
2011,cowboys,4.49,10.33,5.51,11.57,4.44,8.16,7.56,7.04,5.28,7.44,1.95,3.38,10.11,0.0,0.07,0.0,8,0,0,9,1.9495493247828855,1.9898882943460336,1.9713171807762897,1.9935559933146316,1.9978844370541704,1.9897332833547519,2.0605843953630365,2.0555471833967833,1.99320562711863,2.028107160000326,2.079829880374485,1.9495949729056408,1.9460254624714453,2.068180527212919,2.0432629655268477,2.011845785207516,2.0406157465758317,1.958754620707892,1.9952546382742444,2.027269872793405,1.9679949777343657,1.9071974078153178,2.074772093098838,1.9871816611000268,1.9992799444792486,2.0183409270761334,2.022500234938526,1.992406088102731,1.9572704298436525,1.9370020599790336,2.036098888380501,2.0499537143730953,1.938516585551849,1.9974782672723623,2.029363747866879,2.0125534499063087,2.048252045379277,1.895269532074945,1.850649408738516,1.9327626669189315,2.0415788207048378,1.9334671841740279,1.8879000055252078,2.080539291486292,1.995803231356099,2.06395015677818,1.9819867453185873,2.0495651896948552,2.108121976208667,2.0522359165649493,7.909722185738084,0.42715320322314343,0.09027781426191606,0.42715320322314343
2012,cowboys,4.93,9.49,3.48,22.57,7.01,7.99,7.58,5.92,6.63,8.26,2.83,2.34,9.12,0.42,0.0,0.0,8,0,0,9,1.9625756061107755,2.004322422839092,1.9693952886935218,1.9960022379288436,1.9949066606805292,1.988044929749224,2.0668864047612385,2.042863546213409,1.9716373688598174,2.01688219161724,2.0500745095805675,1.959229229589445,1.948239997714654,2.0314796587515493,2.0543035171926527,2.0320313019028315,1.9847327313369614,1.976791944158424,2.0377361097852007,2.0248892760736723,1.9703182937338009,1.9286825904705227,2.040350451864165,2.0101638446672685,2.041500572552275,1.9855916685794424,2.00721148022831,1.9831140538801169,1.974907960726371,1.95738189299898,2.0349921640861166,2.031762676624206,1.9745700420103682,2.006174889195874,2.0230407374752892,2.0009680394353238,2.0400971131668624,1.928653040731855,1.8945066255712164,1.9415795190258247,2.014831409787972,1.9560504303567534,1.962665511194372,2.0388124455524985,1.97624731599692,2.0156492551690293,2.010679604748223,2.0559208685990495,2.062778216397004,2.01777235163431,7.907763303062995,0.4272397984795391,0.09223669693700476,0.4272397984795391
2013,cowboys,5.61,12.33,2.57,26.99,4.47,6.32,4.99,8.02,9.76,11.52,1.88,1.75,13.55,23.05,0.01,0.0,8,0,0,6,1.960745384987625,2.0127867596559956,1.9832365030165864,2.000825485657603,1.9841373189198215,1.989082419920774,2.0735383059613715,2.0321669723389486,1.9680304585193498,2.013065744333587,2.0389474150969633,1.9573897463773158,1.9559197660371495,2.030111284681816,2.0470392712187317,2.0301784397921323,2.002937668227644,1.975773723045944,2.044261632330785,2.028422191249788,1.9796100002359651,1.9479364505972203,2.0467098609282597,2.015011779559265,2.0308472795433135,1.9793459324075966,2.004913883237982,1.9735838938225436,1.9835393080210408,1.9520240943733405,2.0209023239114354,2.021237244057773,1.9901271354845862,2.008956219080812,2.028801965036823,2.018930606768542,2.018836593638507,1.925001500732729,1.9135387132387456,1.932853914583898,2.01385625145241,1.9607956383341187,1.966876088978767,2.0288526599754055,1.9873616198606843,2.0256697863276116,1.9988758070190575,2.049565367926544,2.0180962773601347,2.0287453121349355,7.9068978055592725,0.4272302820257478,0.09310219444072754,0.4272302820257478
2014,cowboys,2.78,15.89,2.07,10.82,2.51,4.23,7.44,5.25,10.74,9.22,2.11,2.5,0.36,10.27,0.0,0.0,12,1,0,35,1.960021959320781,1.986905653520063,1.9996743986991738,2.004945542139965,1.9986357875438523,1.9893472153686524,2.0825355736133084,2.06639926803362,2.0054527872420183,2.0418070954786165,2.0224446727206065,1.9475170800813002,1.9418878539919193,2.0553587352205525,2.0142029475893257,1.9963518692748619,2.0622386545567606,1.9517236462477094,2.001801613775568,2.047691397594692,1.9611564190796529,1.9466014784679273,2.059536956171316,2.003559982700169,1.9874506948652195,2.0333665081358405,1.9953219713015848,1.965577128336533,1.9656000318975106,1.9286445011844102,2.001308142409627,2.0405111071312576,1.9781518851142776,2.026897385048575,1.9981504450773517,2.0926418124980914,2.026353364202158,1.8964713017583845,1.8727499091675832,1.9301819551885764,1.9990723103703236,1.9201004844547078,1.9026337781568476,2.055823013052762,2.018156212321226,2.1114157711648036,1.970134267625338,2.030647542681205,2.0788270096507815,2.0260128787726304,7.905571602219741,0.42620209292788525,4.094428397780259,0.5737979070721148
2015,cowboys,3.54,16.25,2.47,14.34,0.94,7.67,5.64,5.71,6.08,11.46,2.2,3.1,1.77,24.11,0.0,0.0,4,0,0,9,1.9341814369633492,2.0042889183197725,1.9908227961611082,2.0123364614324304,1.994973765597375,1.978151098715369,2.098711404889097,2.056139160830273,1.983265870282229,2.042284137314758,2.0520906104809793,1.9388616487906039,1.9405496464418963,2.06216373038989,2.029613672891136,2.0064372575254708,2.06059847876028,1.9652817643397325,2.019106936264658,2.0324412534605485,1.966563528912774,1.9513233361009321,2.06173669279848,1.9878924825326254,1.99438680790463,2.029682952093783,2.0102490584670063,1.9704827136876077,1.9716917142800938,1.9348547351881544,2.023476546250598,2.0531622222108386,1.9594292811215017,1.9981398155585484,2.0097446781125887,2.0519008654385535,2.028879338556604,1.8856498704954638,1.881559882529584,1.9370310399119246,2.009138047692752,1.938630270597471,1.909856642764502,2.042897536587488,2.008628849099586,2.0761604865559287,1.983140914838824,2.0611959590623687,2.0148931628562186,2.0453205179416027,7.907100924247558,0.4266889018118411,3.9071009242475583,0.4266889018118411
2016,cowboys,5.27,13.1,2.34,13.85,2.18,12.38,5.96,5.47,7.71,15.16,5.64,3.71,1.1,2.98,0.0,1.56,13,1,0,31,1.9528341534435234,2.0043813632213747,1.978379761600287,1.9991216966563747,2.0038867084753282,1.9948223468926278,2.070451195268756,2.047805358618262,1.9850533184363095,2.0227196540966044,2.077991034161355,1.9534556558503113,1.946542953598687,2.070671661877533,2.0317428328378133,2.0099596556361274,2.03022864679899,1.9569303428058855,2.0041826464562993,2.040571037771701,1.9853957710847765,1.9448596361190669,2.0385220405534628,1.992078317513124,1.9814310331444591,1.9972931548595838,2.0225098688034144,1.9744362200097936,1.984264500230941,1.969297494544709,2.0417693543891002,2.063942468411699,1.9457183031962824,2.0080096976113913,2.03267579238912,2.023433759664529,2.0395480564188473,1.89179252430318,1.884732872355214,1.965921752016863,1.9921661392902925,1.9512341714076393,1.9205980663522377,2.037647105526334,2.002678789340596,2.0486097869742577,1.9834252509118169,2.0409815791247605,2.010930647758444,2.042363821189952,7.909505808095565,0.4272102156108263,5.090494191904435,0.5727897843891737
2017,cowboys,2.03,9.0,2.25,17.78,4.56,15.55,9.87,6.42,9.16,7.96,5.52,4.12,15.75,10.87,0.04,0.15,9,0,0,36,1.9836924184483846,1.9936739392054623,1.9764064115410687,1.9935342511923804,1.9940304491337397,2.003843117911541,2.0421288142018543,2.0375078944500724,1.9763392042728498,2.0167908122467644,2.074718487388312,1.9562923602253122,1.933457499116402,2.054220449897983,2.0211935505292726,2.039107229198409,1.9860096994574379,1.964927060100171,2.011992847647503,2.0516653726407394,1.9573730716968223,1.938290337062807,2.0173196716278645,1.9962581036329752,2.022012626469616,1.9882619127647767,2.0019187447441316,1.990691465895482,1.9732747118330805,1.9731201728397325,2.062739411688171,2.0545405977130553,1.947116982288733,2.0157373693031757,2.0285738414707057,2.0020953950999036,2.0562681045794,1.9275485420468716,1.8866985257067714,1.952429931138386,1.9978918996284047,1.954292366329385,1.945832989265308,2.055032182203603,1.9805241117112737,2.030038417831133,2.0017619435348726,2.054654935747495,2.0654435474614594,2.010726217878945,7.907358347057249,0.42684420287834224,1.092641652942751,0.42684420287834224
2018,cowboys,3.18,5.21,3.23,23.97,4.46,15.01,1.7,9.74,14.31,5.99,4.35,2.0,17.59,10.97,0.0,0.0,10,1,0,15,1.984796005881171,2.001912106963519,1.996496359325248,1.9956888751543673,1.9652422432855088,2.027963581997655,2.040941156126187,2.0151664656689907,1.9663967560985336,1.9807622465236885,2.0625013943704666,1.9671336750914492,1.9430356798199502,2.048051336201512,2.0249293146496945,2.0670372569941904,1.9854034745252813,1.9732730254072233,2.0338212344431232,2.052095450558853,1.9810975125505919,1.947767583077415,2.0229788974027545,2.014894522021329,2.0159367196788525,1.951191036475735,1.979168439332435,1.9807354837755222,1.9889938959545483,1.9677964039340583,2.0577881802278126,2.0178949032898843,1.9830967996844826,2.024411789962979,2.0621370665129723,1.990300212991737,2.0163407625468777,1.9245453842375297,1.9033868160114769,1.9329312657052997,2.0130808292748865,1.975176835497152,1.9672829283394058,2.0520307419371044,1.976374801456342,2.0288763218393466,2.0023570248968907,2.057810381698999,2.0097819136147286,2.0211869069842345,7.905977566000517,0.42705904083288193,2.0940224339994833,0.5729409591671181
2019,cowboys,2.68,5.82,2.69,18.06,8.06,12.1,2.79,15.3,10.98,1.38,3.49,1.6,0.33,11.14,0.0,0.08,8,0,0,15,1.9798731493212054,2.007364597189101,1.9985676869354791,1.9918307341050263,1.9421614011332915,2.0157454196081774,2.024333059427812,2.0154841586408514,1.978377903469394,1.9714148663012843,2.0679601032746247,1.988818884239643,1.9520944211535,2.0369761085652214,2.005916039461478,2.071354081846535,1.9788055687604902,1.9742542968872507,2.015768404834686,2.041821049795417,1.965441279121374,1.9360719824894634,2.0172326797522175,2.0069677505262704,2.013493967181082,1.9492854815543352,1.9806581352404418,1.9824245568822494,1.9713068127517355,1.9534882888752956,2.059112015995141,2.0086931107135158,1.9759756818296534,2.0341527903957948,2.0858378741223413,1.9779908573554172,2.013827239841013,1.94275128854163,1.8882028445847545,1.9229445355592227,2.0352092907508483,1.9689829952450328,1.9591666814266908,2.101149362205272,1.9660419240370712,2.0111050562133665,2.0235330915270198,2.0487369381785405,2.101338629260176,2.0399549228925706,7.905615919111247,0.42655993804830217,0.09438408088875327,0.42655993804830217
2005,broncos,3.18,7.49,2.05,1.17,2.92,8.23,0.53,1.0,2.46,4.11,1.42,2.36,2.78,0.0,0.09,0.0,13,2,0,3,1.875761226638615,1.9114917594312442,1.9990938698062253,2.06673762201859,2.0334985705318394,2.063500082479798,2.071606890170418,2.145012584999003,2.1257105142971446,2.009167560330499,2.1732791664225672,1.9967345272777266,1.9081824779777439,2.225698346454259,1.9768460995943828,2.0076292928988697,2.116858577772098,1.9667623244563388,1.9185656077441862,2.040509063287438,2.0124755972079296,1.9235648535516097,1.9811500974308556,1.9320185225695539,1.8045880810816464,2.096473293784857,1.9129861468430838,1.9929135481191895,1.9354223835762157,1.9755409262748196,2.168674131990005,2.0874154171611137,1.8744004387990572,1.965494457589432,1.987028414301038,1.9855990739297174,2.0032712991414896,1.7534198939302132,1.7486036714154334,2.053665380027613,1.9570520226205177,1.9853923557156163,1.737920157437356,2.1407544099837317,2.035268833067165,2.2114921969402324,2.0059041193429765,2.078375356350198,1.9585459314952605,2.0619428237331086,7.907739194903036,0.4264277733339742,5.092260805096964,1.573572226666026
2006,broncos,4.25,12.88,1.51,3.84,2.13,15.95,0.51,2.26,1.81,8.73,1.64,3.35,3.45,0.0,0.0,0.0,9,0,0,3,1.9091798140844904,1.9670028952661587,1.9933671628149747,2.0377769591894337,2.0046757970735807,2.010930237465006,2.0691771468414886,2.068191976134356,2.031694229622329,2.024220488612093,2.133357504984226,1.9753115069299725,1.9374823890664343,2.128567850347314,1.9925603020079827,2.02047726273786,2.085917540118557,1.9763164328974459,1.9726369979019145,2.036351186139967,1.9882376161563333,1.9750327063941375,2.002739446856359,1.950399100099389,1.9032304833528093,2.0558411265731187,1.9672496730704512,1.983366491151202,1.9592674564362496,1.9896873236380286,2.113603181170479,2.069599880965095,1.9075730340155825,1.9632630584267539,2.0055892276551477,1.9979074418256255,2.006234772194203,1.8404544866529229,1.8503101797130046,2.0149324477716783,1.9773120073096409,1.9973029850615207,1.8461603243651143,2.0641133561768714,2.012073903957929,2.0953568646023006,2.0053040948666223,2.074580376101869,1.9535985894126264,2.054482683791369,7.907620728575948,0.4267721625056348,1.0923792714240523,0.4267721625056348
2007,broncos,3.45,6.47,1.78,6.41,0.91,8.67,3.28,1.34,1.62,10.84,5.03,4.1,15.11,4.44,0.0,0.0,7,0,0,9,1.916868947623001,2.017811055427014,1.9398664322519552,2.007068827896628,2.04446994958438,1.9870433703916914,2.1075689880366877,2.0846858431667026,1.985500122127513,2.043542978254988,2.1554007131698247,1.9230849378339119,1.9208608809290908,2.1285539213741904,2.0600167082785275,1.9831708254760778,2.0145090634955025,1.9418027507316624,1.995380602084116,2.0402193232092367,1.9989268794913577,1.9048394671690616,2.032412756452774,1.9619131028477903,1.9467494142068411,1.9912370585420878,2.074108425910333,1.9816538973822035,1.9959487613170508,1.9799504333517879,2.086645755502623,2.151295987437528,1.8818577907020697,1.990257314061448,2.034410271759244,1.9915280652732015,2.108085924792168,1.82530939863291,1.8376552936936237,2.013925051854286,1.9622670310261867,1.9269321480100905,1.872950404187814,2.039041600182955,2.0175596248380745,2.0439797715495187,1.9761338990257065,2.053861080330215,1.9477423823776037,2.0733947667487476,7.916704198137869,0.42803064094095555,0.916704198137869,0.42803064094095555
2008,broncos,1.4,12.09,5.07,2.47,7.21,12.05,4.18,1.27,3.32,4.74,2.98,1.27,15.12,4.36,0.16,0.0,8,0,0,21,1.9266774354328258,1.9267487175334823,2.0088871726941413,2.008923450047501,2.0089803519971334,2.038707684952882,2.042964514638129,2.102408608243346,2.0750522911329132,2.015605157006125,2.0621440235318067,2.0062440494298213,1.9440395412105862,2.1039313455066972,1.9720419637725386,2.009307229734825,2.1129519291402077,1.9933037794078818,1.9288847578427186,2.012091992325491,1.9555421023174189,1.9564228622922615,2.015018654467494,1.9363209655487275,1.902434875123828,2.1234642952133607,1.9261428756416898,1.9922382655898834,1.957605920748065,2.0005253825049785,2.0874317608421284,2.065604090315597,1.9303865287512763,1.9786686407483145,1.9670323745841582,2.0052200748722804,2.027556225031515,1.8745336741872332,1.8226334980978378,2.0367649935684864,2.0007541878828703,1.9483389205757509,1.8448241191940167,2.0780771888402434,1.9964968230726174,2.115071738783949,2.0200757949229993,2.0502490463620315,2.0974784509514928,1.9871896733864451,7.903703541895799,0.4254162567518307,0.0962964581042014,0.4254162567518307
2009,broncos,3.42,14.26,8.61,3.66,6.27,9.73,7.32,1.92,3.07,5.03,3.57,1.83,7.57,0.0,0.04,0.0,8,0,0,25,1.9361291093679844,1.9389766433805757,2.0079984963534114,1.9967826130974458,2.036288125105379,2.0200863720531266,2.035965863853509,2.0816404739276217,2.052156070657446,2.025839117430297,2.0252415448442216,1.9804994769448012,1.9487447570306151,2.079283688772688,2.0023860168710335,1.9784420076469473,2.123650653090021,1.9874636403286658,1.9305956925433034,1.986110208361147,1.975298918838752,1.933644833609835,2.0589582066988323,1.9487834065776581,1.9309041066472286,2.138440111200815,1.973185328183208,2.008482933835396,1.9624516011933977,1.962163378237539,2.0236749326908554,2.0552018910519143,1.9379757040127208,1.9793900308968975,1.972410457898581,2.0116122244350443,2.034354650233441,1.8959702099545424,1.843606715349162,2.00686984443786,2.0375863859727814,1.9386070824583477,1.8581104904010333,2.0582059646626414,2.0017935109801854,2.1193116329082944,1.991145495496419,2.0515205082690913,2.118919659291042,1.997139211916246,7.904995235272055,0.426220697019471,0.09500476472794528,0.426220697019471
2010,broncos,3.65,21.75,8.44,7.84,4.85,12.35,8.01,3.84,3.5,4.34,10.62,1.59,5.51,0.0,0.17,0.0,4,0,0,25,1.9429412575693874,1.976648012056782,2.028652390590472,2.0016723677015924,2.024570854231399,2.005426859137397,2.0401012931055873,2.051992355882119,2.013436337513365,2.0121450357869173,1.9989285507451597,1.9744725754470087,1.9336337153518697,2.0484971039062136,1.9918072922554275,1.9886047661371846,2.075126307628913,1.9926430918780675,1.9563784478642523,1.983421606863241,1.9785053516784008,1.956673572834081,2.0247072903408396,1.9614507399866614,1.9590506050676773,2.102045268103577,1.9906489701935366,1.9992222250643226,1.9825534815204684,1.9472157012243891,2.0076038452748626,2.0536490836511017,1.9542568223693122,2.0087773281767576,2.006443483650716,2.005577878413604,2.0315460897783524,1.926019447873261,1.8881485740101998,1.9975409513538334,2.0212351072039074,1.9535296351839673,1.9275808669124588,2.043163237966191,1.9858594280470092,2.077619429413577,2.0145877599119095,2.0773000729828217,2.0802717605954415,1.9961157695644123,7.9030174372049276,0.4259582178863326,3.9030174372049276,0.4259582178863326
2011,broncos,3.89,12.11,7.88,17.25,8.89,4.07,3.68,4.4,3.61,1.92,4.51,2.66,8.91,0.0,0.0,0.0,8,1,0,17,1.9337629597942212,1.9887671761005925,2.0008641972232786,2.0072390584470456,2.0003882201751777,2.003362299950611,2.0680644929846648,2.054076935239083,2.0026246508401955,1.9935222901742673,1.9898619792240915,1.9694621357133464,1.9385753094557874,2.0134891814723797,2.0389335462787543,2.0139983537553126,2.0154800947975726,2.0097145526552307,2.0219410962990816,1.9703893184360917,1.9790593581215412,1.9129891584120848,2.046200777219835,1.9862047675257632,2.014573477828041,2.0391411442624414,1.9779451874298373,1.9941312801875049,1.9784341240878218,1.9206611136998792,2.0089481370896944,2.012409100667507,1.9999085598432405,2.003566312800001,2.0091853057557856,1.978525737937074,2.0347790434255844,1.9244317449769586,1.878764874518169,1.9759446008027135,2.0483260418316314,1.9440975545796688,1.958911602864165,2.058397756392699,1.9688211946764849,2.060960341423911,2.039009283678339,2.085498649011848,2.1247481863911206,2.000907733541851,7.903062866234089,0.42621288263089213,0.09693713376591084,0.5737871173691078
2012,broncos,6.16,16.7,11.75,20.76,6.25,6.06,3.68,8.16,5.28,16.39,6.28,2.74,6.7,9.76,0.0,0.0,13,1,0,6,1.9405495185819208,2.0093231874708994,1.9927993947773812,1.9938228531138171,1.9931798767416873,1.996727956706959,2.0694995266888174,2.0352638930518587,1.987714868770523,2.0041908890776075,2.0242759104182166,1.9625645245305974,1.9717396799034819,2.034561288637711,2.0407638649384117,1.9980029595913522,2.056473836890854,1.984707262967091,2.0096248314494347,1.9931914342203545,1.9975987537681796,1.9436874485789652,2.0719806587221736,1.9853791186345429,1.9903857119008446,2.0132109614131686,2.0177248690372895,1.9788529023380241,1.9996563072806557,1.9538903620055483,2.001316102670328,2.0320777853099754,1.9842640782000112,1.9949992769325704,2.0268930899636812,2.0073663042356134,2.0234159382033825,1.9150930050894477,1.9105095101345861,1.9722056605095086,2.0366182898248097,1.9450580798209063,1.9458145686372572,2.0236035700115376,1.9985355037701342,2.043097472753359,1.9893403295002614,2.0372665592821897,2.023142176672136,2.0380380462699157,7.907123159333698,0.4270867407182555,5.092876840666302,0.5729132592817445
2013,broncos,5.63,11.51,7.51,11.33,4.49,6.78,5.69,8.87,10.76,13.38,3.96,4.58,8.41,17.55,0.03,0.0,13,2,0,44,1.962693520194413,1.9975575179448564,1.9834928525331235,1.9877257001330466,1.9912342846652265,2.010187741474083,2.052093936741855,2.040547721761523,2.005206633912851,2.003571816276808,2.057381864129073,1.9588816162054719,1.967749668075981,2.0615493360714297,2.031891573902799,1.99573197021784,2.0560781658909026,1.9511218299584714,1.989658381005744,2.0294670803187502,1.9990286636002077,1.921303027738414,2.0761878126734463,1.9954052091115941,1.968303578701138,1.9880785948824353,2.025174528362637,1.9769354554413976,1.9851550458921978,1.9492169632912515,2.0111278003680844,2.0371139282166943,1.9661487283389467,2.0156509127446367,2.04381356350009,2.0307042832559663,2.0315204216959897,1.8941359677190912,1.8764255735157098,1.9591691648327456,2.027064961636372,1.9290774745448502,1.900996640177839,2.061941942046924,2.0164165651171446,2.0821031946346866,1.9602610945620627,2.0074134596286743,2.071009272248775,2.0592929601057666,7.9091920475212545,0.4271402682223133,5.0908079524787455,1.5728597317776867
2014,broncos,5.82,12.23,2.81,15.47,4.53,14.14,3.26,11.6,8.74,13.67,3.05,3.86,7.06,3.23,0.5,0.0,12,1,0,13,1.9518389483708782,2.0076204624415417,1.9820338649010356,2.0007287844236066,1.9734856096661257,1.9985091712451521,2.0569889915501185,2.0338939941392633,1.989204000308457,2.004023537194949,2.0909246656248777,1.9693189058759688,1.9610488380441529,2.0644902407373285,2.0219696575354753,2.028406031444556,2.0281739838405386,1.9621245107111935,2.0075630791321855,2.0399201128267075,1.984559604494212,1.9461789304853354,2.038995915160149,1.99244748552176,1.978828237323238,1.9764916081232042,2.010075406162779,1.9735644804484433,1.9763190660280396,1.9660027217246558,2.0523349607783405,2.038604995135065,1.9533922796636656,2.0051663748378172,2.054038174063091,2.007814016728453,2.018841606254295,1.8990528761614032,1.8860723155559085,1.9545385343809272,2.011809728393068,1.9630535598793828,1.9180672827679763,2.0643167628415426,1.9977976421654993,2.039112407754039,1.99219634357032,2.0344688719073303,2.030947575854777,2.062642845821195,7.908826767594781,0.42711714360544517,4.091173232405219,0.5728828563945548
2015,broncos,8.15,8.64,2.33,17.77,3.04,15.4,5.59,8.38,9.46,12.78,1.68,3.01,4.09,2.85,0.0,0.0,12,4,1,19,1.9681940840568193,2.000540631310177,1.9710641837749256,1.9968703787973614,1.9907446499645511,2.0026315726393027,2.049750409993471,2.029887804734933,1.9746416326568323,2.0096103892798043,2.102839155944548,1.962695822708035,1.9538483261184485,2.070669930528649,2.0445650064789223,2.0391626488365726,2.0051802064278688,1.956725477467651,2.016807225670261,2.053006590946507,1.991899200240074,1.9401087792809362,2.0369611617321404,2.0108197067543547,1.9980372918503657,1.9672495557394971,2.01394716904198,1.9818832502102903,1.973551714284576,1.975870073689371,2.059047666084397,2.0371965778526886,1.9484292962509728,2.003172966420656,2.051647595836912,2.0016282950229356,2.019750285860391,1.9025781413568255,1.8885345283231276,1.9385858107983533,2.005612695295893,1.980146402486592,1.9240514876268016,2.046576043734712,1.991445260571984,2.028120140595398,1.9846912865631279,2.0432087902738294,2.005766893317316,2.0500458045678767,7.910415620294555,0.4278919563319888,4.089584379705445,3.572108043668011
2016,broncos,7.66,14.6,4.2,22.72,1.95,16.05,4.63,3.31,8.02,4.55,5.56,1.98,9.82,12.54,0.0,0.0,9,0,0,47,1.960630172838065,1.9887188970136078,2.0037782722292503,2.010347935400727,2.010134307138171,2.011846489767489,2.052942044101906,2.0301998234294216,1.9720044527016982,2.0046304215982085,2.042110681669983,1.9577560392086868,1.9240908071338116,2.0537350962175993,2.0337849610769254,2.04076993010535,2.0076629254599623,1.9839547555381833,2.021812843855509,2.0239300855828763,1.990435456330111,1.9510214079189057,2.0185057540798077,2.0048812131557745,2.0067094774072873,2.0152722839336388,1.9845522613011706,1.993668434269439,1.979164420241956,1.9531185886487061,2.04316399791241,2.028717062311477,1.967116675618567,2.0060912882286863,2.0295682674796667,1.9909369491004671,2.015344569651043,1.914257018752526,1.8991644483717287,1.9491267673519264,2.0081035773436264,1.9922317621016932,1.9542526077893134,2.0304423017793916,1.9748067420629554,2.050688950234061,2.0112614281249703,2.099270404639192,1.9967145989814317,2.006570342810673,7.905268659032442,0.4271904617464686,1.0947313409675576,0.4271904617464686
